location_name,date,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed
Alabama,2020-02-04,0.0,0.0,0.0
Alabama,2020-02-05,0.0,0.0,0.0
Alabama,2020-02-06,0.0,0.0,0.0
Alabama,2020-02-07,0.0,0.0,0.0
Alabama,2020-02-08,0.0,0.0,0.0
Alabama,2020-02-09,0.0,0.0,0.0
Alabama,2020-02-10,0.0,0.0,0.0
Alabama,2020-02-11,0.0,0.0,0.0
Alabama,2020-02-12,0.0,0.0,0.0
Alabama,2020-02-13,0.0,0.0,0.0
Alabama,2020-02-14,0.0,0.0,0.0
Alabama,2020-02-15,0.0,0.0,0.0
Alabama,2020-02-16,0.0,0.0,0.0
Alabama,2020-02-17,0.0,0.0,0.0
Alabama,2020-02-18,0.0,0.0,0.0
Alabama,2020-02-19,0.0,0.0,0.0
Alabama,2020-02-20,0.0,0.0,0.0
Alabama,2020-02-21,0.0,0.0,0.0
Alabama,2020-02-22,0.0,0.0,0.0
Alabama,2020-02-23,3.0030114035957385,3.0030114035957385,3.0030114035957385
Alabama,2020-02-24,4.570765840490908,4.570765840490908,4.570765840490908
Alabama,2020-02-25,6.850105086333308,6.850105086333308,6.850105086333308
Alabama,2020-02-26,10.108235312101893,10.108235312101893,10.108235312101893
Alabama,2020-02-27,14.686391022131538,14.686391022131538,14.686391022131538
Alabama,2020-02-28,21.009060828329233,21.009060828329233,21.009060828329233
Alabama,2020-02-29,29.58943465870846,29.58943465870846,29.58943465870846
Alabama,2020-03-01,41.02837259874354,41.02837259874354,41.02837259874354
Alabama,2020-03-02,56.00240238861461,56.00240238861461,56.00240238861461
Alabama,2020-03-03,75.24120294506923,75.24120294506923,75.24120294506923
Alabama,2020-03-04,99.49123838093846,99.49123838093846,99.49123838093846
Alabama,2020-03-05,129.46990519341387,129.46990519341387,129.46990519341387
Alabama,2020-03-06,165.8106904111631,165.8106904111631,165.8106904111631
Alabama,2020-03-07,209.00656773889847,209.00656773889847,209.00656773889847
Alabama,2020-03-08,259.34818959984307,259.34818959984307,259.34818959984307
Alabama,2020-03-09,316.8594428513861,316.8594428513861,316.8594428513861
Alabama,2020-03-10,381.2350908635923,381.2350908635923,381.2350908635923
Alabama,2020-03-11,451.78991748670774,451.78991748670774,451.78991748670774
Alabama,2020-03-12,527.448072958077,527.448072958077,527.448072958077
Alabama,2020-03-13,606.7671321590616,606.7671321590616,606.7671321590616
Alabama,2020-03-14,687.9850178275846,687.9850178275846,687.9850178275846
Alabama,2020-03-15,769.1897209633693,769.1897209633693,769.1897209633693
Alabama,2020-03-16,848.5287459848923,848.5287459848923,848.5287459848923
Alabama,2020-03-17,924.2725789472462,924.2725789472462,924.2725789472462
Alabama,2020-03-18,994.9770088551847,994.9770088551847,994.9770088551847
Alabama,2020-03-19,1059.5522338549079,1059.5522338549079,1059.5522338549079
Alabama,2020-03-20,1117.2806016821846,1117.2806016821846,1117.2806016821846
Alabama,2020-03-21,1168.0059080782617,1168.0059080782617,1168.0059080782617
Alabama,2020-03-22,1211.9243085613093,1211.9243085613093,1211.9243085613093
Alabama,2020-03-23,1249.3442850467845,1249.3442850467845,1249.3442850467845
Alabama,2020-03-24,1280.8466674318308,1280.8466674318308,1280.8466674318308
Alabama,2020-03-25,1307.3857887617062,1307.3857887617062,1307.3857887617062
Alabama,2020-03-26,1330.0712800667693,1330.0712800667693,1330.0712800667693
Alabama,2020-03-27,1349.9328469644618,1349.9328469644618,1349.9328469644618
Alabama,2020-03-28,1367.8766795287693,1367.8766795287693,1367.8766795287693
Alabama,2020-03-29,1384.8117029272307,1384.8117029272307,1384.8117029272307
Alabama,2020-03-30,1401.6843583024615,1401.6843583024615,1401.6843583024615
Alabama,2020-03-31,1419.4232796176907,1419.4232796176907,1419.4232796176907
Alabama,2020-04-01,1438.8963533110787,1438.8963533110787,1438.8963533110787
Alabama,2020-04-02,1460.8799819187648,1460.8799819187648,1460.8799819187648
Alabama,2020-04-03,1485.9584888518493,1485.9584888518493,1485.9584888518493
Alabama,2020-04-04,1514.2690597501507,1514.2690597501507,1514.2690597501507
Alabama,2020-04-05,1545.8131351264617,1545.8131351264617,1545.8131351264617
Alabama,2020-04-06,1580.5270683872307,1580.5270683872307,1580.5270683872307
Alabama,2020-04-07,1618.182246629231,1618.182246629231,1618.182246629231
Alabama,2020-04-08,1658.3178687146155,1658.3178687146155,1658.3178687146155
Alabama,2020-04-09,1700.1769725393847,1700.1769725393847,1700.1769725393847
Alabama,2020-04-10,1742.8991485532308,1742.8991485532308,1742.8991485532308
Alabama,2020-04-11,1785.5731081560002,1785.5731081560002,1785.5731081560002
Alabama,2020-04-12,1827.2145638816924,1827.2145638816924,1827.2145638816924
Alabama,2020-04-13,1866.7900679555387,1866.7900679555387,1866.7900679555387
Alabama,2020-04-14,1903.2167259213848,1903.2167259213848,1903.2167259213848
Alabama,2020-04-15,1935.3906789460002,1935.3906789460002,1935.3906789460002
Alabama,2020-04-16,1962.3943143832307,1962.3943143832307,1962.3943143832307
Alabama,2020-04-17,1983.5344034064615,1983.5344034064615,1983.5344034064615
Alabama,2020-04-18,1998.2810887503076,1998.2810887503076,1998.2810887503076
Alabama,2020-04-19,2006.265469763077,2006.265469763077,2006.265469763077
Alabama,2020-04-20,2007.4068762296924,2007.4068762296924,2007.4068762296924
Alabama,2020-04-21,2001.7499350767694,2001.7499350767694,2001.7499350767694
Alabama,2020-04-22,1989.360110393077,1989.360110393077,1989.360110393077
Alabama,2020-04-23,1970.5773123515385,1970.5773123515385,1970.5773123515385
Alabama,2020-04-24,1946.066345410923,1946.066345410923,1946.066345410923
Alabama,2020-04-25,1916.7325140938462,1916.7325140938462,1916.7325140938462
Alabama,2020-04-26,1883.6906539495385,1883.6906539495385,1883.6906539495385
Alabama,2020-04-27,1848.171467159846,1848.171467159846,1848.171467159846
Alabama,2020-04-28,1811.4196278633847,1811.4196278633847,1811.4196278633847
Alabama,2020-04-29,1774.6306785241538,1774.6306785241538,1774.6306785241538
Alabama,2020-04-30,1738.6829034332309,1738.6829034332309,1738.6829034332309
Alabama,2020-05-01,1704.275522537231,1704.275522537231,1704.275522537231
Alabama,2020-05-02,1671.991133754,1671.991133754,1671.991133754
Alabama,2020-05-03,1642.216649943831,1642.216649943831,1642.216649943831
Alabama,2020-05-04,1615.164154158154,1615.164154158154,1615.164154158154
Alabama,2020-05-05,1590.9296458198462,1590.9296458198462,1590.9296458198462
Alabama,2020-05-06,1569.4981342487538,1569.4981342487538,1569.4981342487538
Alabama,2020-05-07,1550.8102306669232,1550.8102306669232,1550.8102306669232
Alabama,2020-05-08,1534.826388253683,1534.826388253683,1534.826388253683
Alabama,2020-05-09,1521.5315200639968,1521.5315200639968,1521.5315200639968
Alabama,2020-05-10,1510.8987096812325,1510.8987096812325,1510.8987096812325
Alabama,2020-05-11,1502.9054854397048,1502.9054854397048,1502.9054854397048
Alabama,2020-05-12,1497.53254838538,1497.53254838538,1497.53254838538
Alabama,2020-05-13,1494.7079568521524,1494.7079568521524,1494.7079568521524
Alabama,2020-05-14,1494.2695377333862,1494.2695377333862,1494.2695377333862
Alabama,2020-05-15,1496.0233332013877,1496.0233332013877,1496.0233332013877
Alabama,2020-05-16,1499.7445377712218,1499.7445377712218,1499.7445377712218
Alabama,2020-05-17,1505.199626021854,1505.199626021854,1505.199626021854
Alabama,2020-05-18,1512.15700101492,1512.15700101492,1512.15700101492
Alabama,2020-05-19,1520.38376721554,1520.38376721554,1520.38376721554
Alabama,2020-05-20,1529.6896418476895,1529.6896418476895,1529.6896418476895
Alabama,2020-05-21,1539.9130450821692,1539.9130450821692,1539.9130450821692
